,token_x,symbol_x,name,expiry_x,strike_x,lotsize_x,instrumenttype_x,exch_seg_x,tick_size_x,token_y,symbol_y,expiry_y,strike_y,lotsize_y,instrumenttype_y,exch_seg_y,tick_size_y
158,43369,SUNPHARMA27MAR25FUT,SUNPHARMA,27MAR2025,-1.0,350,FUTSTK,NFO,5.0,3351,SUNPHARMA-EQ,,-1.0,1,,NSE,5.0
159,43400,TITAN27MAR25FUT,TITAN,27MAR2025,-1.0,175,FUTSTK,NFO,5.0,3506,TITAN-EQ,,-1.0,1,,NSE,5.0
160,54458,ACC24APR25FUT,ACC,24APR2025,-1.0,300,FUTSTK,NFO,5.0,22,ACC-EQ,,-1.0,1,,NSE,5.0
161,57135,AARTIIND29MAY25FUT,AARTIIND,29MAY2025,-1.0,1000,FUTSTK,NFO,5.0,7,AARTIIND-EQ,,-1.0,1,,NSE,5.0
162,57144,ALKEM29MAY25FUT,ALKEM,29MAY2025,-1.0,100,FUTSTK,NFO,5.0,11703,ALKEM-EQ,,-1.0,1,,NSE,5.0
163,57148,APOLLOHOSP29MAY25FUT,APOLLOHOSP,29MAY2025,-1.0,125,FUTSTK,NFO,5.0,157,APOLLOHOSP-EQ,,-1.0,1,,NSE,5.0
164,57157,BAJAJ-AUTO29MAY25FUT,BAJAJ-AUTO,29MAY2025,-1.0,75,FUTSTK,NFO,5.0,16669,BAJAJ-AUTO-EQ,,-1.0,1,,NSE,5.0
165,57160,BAJAJFINSV29MAY25FUT,BAJAJFINSV,29MAY2025,-1.0,500,FUTSTK,NFO,5.0,16675,BAJAJFINSV-EQ,,-1.0,1,,NSE,5.0
166,57167,BHARATFORG29MAY25FUT,BHARATFORG,29MAY2025,-1.0,500,FUTSTK,NFO,5.0,422,BHARATFORG-EQ,,-1.0,1,,NSE,5.0
167,57168,BHARTIARTL29MAY25FUT,BHARTIARTL,29MAY2025,-1.0,475,FUTSTK,NFO,5.0,10604,BHARTIARTL-EQ,,-1.0,1,,NSE,5.0
168,57184,COALINDIA29MAY25FUT,COALINDIA,29MAY2025,-1.0,1050,FUTSTK,NFO,5.0,20374,COALINDIA-EQ,,-1.0,1,,NSE,5.0
169,57196,DIXON29MAY25FUT,DIXON,29MAY2025,-1.0,50,FUTSTK,NFO,5.0,21690,DIXON-EQ,,-1.0,1,,NSE,5.0
170,57180,CGPOWER29MAY25FUT,CGPOWER,29MAY2025,-1.0,725,FUTSTK,NFO,5.0,760,CGPOWER-EQ,,-1.0,1,,NSE,5.0
171,57192,DALBHARAT29MAY25FUT,DALBHARAT,29MAY2025,-1.0,275,FUTSTK,NFO,5.0,8075,DALBHARAT-EQ,,-1.0,1,,NSE,5.0
172,36687,011NSETEST27NOV36FUT,011NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14747,011NSETEST-EQ,,-1.0,1,,NSE,5.0
173,37337,GODREJCP27MAR25FUT,GODREJCP,27MAR2025,-1.0,500,FUTSTK,NFO,5.0,10099,GODREJCP-EQ,,-1.0,1,,NSE,5.0
174,39362,HEROMOTOCO27MAR25FUT,HEROMOTOCO,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,1348,HEROMOTOCO-EQ,,-1.0,1,,NSE,5.0
175,39368,HINDCOPPER27MAR25FUT,HINDCOPPER,27MAR2025,-1.0,2650,FUTSTK,NFO,1.0,17939,HINDCOPPER-EQ,,-1.0,1,,NSE,1.0
176,39902,HINDPETRO27MAR25FUT,HINDPETRO,27MAR2025,-1.0,2025,FUTSTK,NFO,5.0,1406,HINDPETRO-EQ,,-1.0,1,,NSE,5.0
177,39910,ICICIBANK27MAR25FUT,ICICIBANK,27MAR2025,-1.0,700,FUTSTK,NFO,5.0,4963,ICICIBANK-EQ,,-1.0,1,,NSE,5.0
178,40386,IEX27MAR25FUT,IEX,27MAR2025,-1.0,3750,FUTSTK,NFO,1.0,220,IEX-EQ,,-1.0,1,,NSE,1.0
179,43211,NAUKRI27MAR25FUT,NAUKRI,27MAR2025,-1.0,75,FUTSTK,NFO,5.0,13751,NAUKRI-EQ,,-1.0,1,,NSE,5.0
180,43250,NYKAA27MAR25FUT,NYKAA,27MAR2025,-1.0,2950,FUTSTK,NFO,1.0,6545,NYKAA-EQ,,-1.0,1,,NSE,1.0
181,43267,PAGEIND27MAR25FUT,PAGEIND,27MAR2025,-1.0,15,FUTSTK,NFO,5.0,14413,PAGEIND-EQ,,-1.0,1,,NSE,5.0
182,43351,SBILIFE27MAR25FUT,SBILIFE,27MAR2025,-1.0,375,FUTSTK,NFO,5.0,21808,SBILIFE-EQ,,-1.0,1,,NSE,5.0
183,43370,SUPREMEIND27MAR25FUT,SUPREMEIND,27MAR2025,-1.0,125,FUTSTK,NFO,5.0,3363,SUPREMEIND-EQ,,-1.0,1,,NSE,5.0
184,43377,TATACHEM27MAR25FUT,TATACHEM,27MAR2025,-1.0,550,FUTSTK,NFO,5.0,3405,TATACHEM-EQ,,-1.0,1,,NSE,5.0
185,43405,TVSMOTOR27MAR25FUT,TVSMOTOR,27MAR2025,-1.0,350,FUTSTK,NFO,5.0,8479,TVSMOTOR-EQ,,-1.0,1,,NSE,5.0
186,43450,YESBANK27MAR25FUT,YESBANK,27MAR2025,-1.0,26000,FUTSTK,NFO,1.0,11915,YESBANK-EQ,,-1.0,1,,NSE,1.0
187,57141,ADANIENT29MAY25FUT,ADANIENT,29MAY2025,-1.0,300,FUTSTK,NFO,5.0,25,ADANIENT-EQ,,-1.0,1,,NSE,5.0
188,57142,ADANIGREEN29MAY25FUT,ADANIGREEN,29MAY2025,-1.0,375,FUTSTK,NFO,5.0,3563,ADANIGREEN-EQ,,-1.0,1,,NSE,5.0
189,57156,AXISBANK29MAY25FUT,AXISBANK,29MAY2025,-1.0,625,FUTSTK,NFO,5.0,5900,AXISBANK-EQ,,-1.0,1,,NSE,5.0
190,57163,BANDHANBNK29MAY25FUT,BANDHANBNK,29MAY2025,-1.0,2800,FUTSTK,NFO,1.0,2263,BANDHANBNK-EQ,,-1.0,1,,NSE,1.0
191,57170,BIOCON29MAY25FUT,BIOCON,29MAY2025,-1.0,2500,FUTSTK,NFO,5.0,11373,BIOCON-EQ,,-1.0,1,,NSE,5.0
192,57183,CIPLA29MAY25FUT,CIPLA,29MAY2025,-1.0,325,FUTSTK,NFO,5.0,694,CIPLA-EQ,,-1.0,1,,NSE,5.0
193,57202,EICHERMOT29MAY25FUT,EICHERMOT,29MAY2025,-1.0,175,FUTSTK,NFO,5.0,910,EICHERMOT-EQ,,-1.0,1,,NSE,5.0
194,57217,HAL29MAY25FUT,HAL,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,2303,HAL-EQ,,-1.0,1,,NSE,5.0
195,57218,HAVELLS29MAY25FUT,HAVELLS,29MAY2025,-1.0,500,FUTSTK,NFO,5.0,9819,HAVELLS-EQ,,-1.0,1,,NSE,5.0
196,57228,HDFCLIFE29MAY25FUT,HDFCLIFE,29MAY2025,-1.0,1100,FUTSTK,NFO,5.0,467,HDFCLIFE-EQ,,-1.0,1,,NSE,5.0
197,57231,HINDALCO29MAY25FUT,HINDALCO,29MAY2025,-1.0,1400,FUTSTK,NFO,5.0,1363,HINDALCO-EQ,,-1.0,1,,NSE,5.0
198,57243,IDEA29MAY25FUT,IDEA,29MAY2025,-1.0,40000,FUTSTK,NFO,1.0,14366,IDEA-EQ,,-1.0,1,,NSE,1.0
199,57269,IIFL24APR25FUT,IIFL,24APR2025,-1.0,1550,FUTSTK,NFO,5.0,11809,IIFL-EQ,,-1.0,1,,NSE,5.0
200,57279,INDIGO29MAY25FUT,INDIGO,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,11195,INDIGO-EQ,,-1.0,1,,NSE,5.0
201,57336,IRCTC29MAY25FUT,IRCTC,29MAY2025,-1.0,875,FUTSTK,NFO,5.0,13611,IRCTC-EQ,,-1.0,1,,NSE,5.0
202,57356,JINDALSTEL29MAY25FUT,JINDALSTEL,29MAY2025,-1.0,625,FUTSTK,NFO,5.0,6733,JINDALSTEL-EQ,,-1.0,1,,NSE,5.0
203,57393,LODHA29MAY25FUT,LODHA,29MAY2025,-1.0,450,FUTSTK,NFO,5.0,3220,LODHA-EQ,,-1.0,1,,NSE,5.0
204,57439,M&MFIN29MAY25FUT,M&MFIN,29MAY2025,-1.0,2000,FUTSTK,NFO,5.0,13285,M&MFIN-EQ,,-1.0,1,,NSE,5.0
205,57445,MFSL29MAY25FUT,MFSL,29MAY2025,-1.0,800,FUTSTK,NFO,5.0,2142,MFSL-EQ,,-1.0,1,,NSE,5.0
206,57447,MOTHERSON29MAY25FUT,MOTHERSON,29MAY2025,-1.0,3550,FUTSTK,NFO,1.0,4204,MOTHERSON-EQ,,-1.0,1,,NSE,1.0
207,57467,NBCC29MAY25FUT,NBCC,29MAY2025,-1.0,5800,FUTSTK,NFO,1.0,31415,NBCC-EQ,,-1.0,1,,NSE,1.0
208,57480,PAGEIND29MAY25FUT,PAGEIND,29MAY2025,-1.0,15,FUTSTK,NFO,5.0,14413,PAGEIND-EQ,,-1.0,1,,NSE,5.0
209,57485,PATANJALI29MAY25FUT,PATANJALI,29MAY2025,-1.0,300,FUTSTK,NFO,5.0,17029,PATANJALI-EQ,,-1.0,1,,NSE,5.0
210,57496,PNB29MAY25FUT,PNB,29MAY2025,-1.0,8000,FUTSTK,NFO,1.0,10666,PNB-EQ,,-1.0,1,,NSE,1.0
211,57545,TITAGARH29MAY25FUT,TITAGARH,29MAY2025,-1.0,625,FUTSTK,NFO,5.0,15414,TITAGARH-EQ,,-1.0,1,,NSE,5.0
212,57546,TITAN29MAY25FUT,TITAN,29MAY2025,-1.0,175,FUTSTK,NFO,5.0,3506,TITAN-EQ,,-1.0,1,,NSE,5.0
213,57564,ZOMATO29MAY25FUT,ZOMATO,29MAY2025,-1.0,2000,FUTSTK,NFO,1.0,5097,ZOMATO-EQ,,-1.0,1,,NSE,1.0
214,57230,HFCL29MAY25FUT,HFCL,29MAY2025,-1.0,4150,FUTSTK,NFO,1.0,21951,HFCL-EQ,,-1.0,1,,NSE,1.0
215,57240,ICICIBANK29MAY25FUT,ICICIBANK,29MAY2025,-1.0,700,FUTSTK,NFO,5.0,4963,ICICIBANK-EQ,,-1.0,1,,NSE,5.0
216,57245,IEX29MAY25FUT,IEX,29MAY2025,-1.0,3750,FUTSTK,NFO,1.0,220,IEX-EQ,,-1.0,1,,NSE,1.0
217,57247,AMBUJACEM24APR25FUT,AMBUJACEM,24APR2025,-1.0,900,FUTSTK,NFO,5.0,1270,AMBUJACEM-EQ,,-1.0,1,,NSE,5.0
218,57268,IIFL27MAR25FUT,IIFL,27MAR2025,-1.0,1550,FUTSTK,NFO,5.0,11809,IIFL-EQ,,-1.0,1,,NSE,5.0
219,57270,IIFL29MAY25FUT,IIFL,29MAY2025,-1.0,1550,FUTSTK,NFO,5.0,11809,IIFL-EQ,,-1.0,1,,NSE,5.0
220,57285,IOC29MAY25FUT,IOC,29MAY2025,-1.0,4875,FUTSTK,NFO,1.0,1624,IOC-EQ,,-1.0,1,,NSE,1.0
221,57337,IREDA27MAR25FUT,IREDA,27MAR2025,-1.0,2900,FUTSTK,NFO,1.0,20261,IREDA-EQ,,-1.0,1,,NSE,1.0
222,57358,JSL29MAY25FUT,JSL,29MAY2025,-1.0,775,FUTSTK,NFO,5.0,11236,JSL-EQ,,-1.0,1,,NSE,5.0
223,57385,LICHSGFIN29MAY25FUT,LICHSGFIN,29MAY2025,-1.0,1000,FUTSTK,NFO,5.0,1997,LICHSGFIN-EQ,,-1.0,1,,NSE,5.0
224,57424,LT29MAY25FUT,LT,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,11483,LT-EQ,,-1.0,1,,NSE,5.0
225,57462,MUTHOOTFIN29MAY25FUT,MUTHOOTFIN,29MAY2025,-1.0,275,FUTSTK,NFO,5.0,23650,MUTHOOTFIN-EQ,,-1.0,1,,NSE,5.0
226,57486,PAYTM29MAY25FUT,PAYTM,29MAY2025,-1.0,650,FUTSTK,NFO,5.0,6705,PAYTM-EQ,,-1.0,1,,NSE,5.0
227,57495,PIIND29MAY25FUT,PIIND,29MAY2025,-1.0,125,FUTSTK,NFO,5.0,24184,PIIND-EQ,,-1.0,1,,NSE,5.0
228,57516,SHREECEM29MAY25FUT,SHREECEM,29MAY2025,-1.0,25,FUTSTK,NFO,5.0,3103,SHREECEM-EQ,,-1.0,1,,NSE,5.0
229,57518,SIEMENS29MAY25FUT,SIEMENS,29MAY2025,-1.0,75,FUTSTK,NFO,5.0,3150,SIEMENS-EQ,,-1.0,1,,NSE,5.0
230,57554,TVSMOTOR29MAY25FUT,TVSMOTOR,29MAY2025,-1.0,350,FUTSTK,NFO,5.0,8479,TVSMOTOR-EQ,,-1.0,1,,NSE,5.0
231,65555,APOLLOTYRE24APR25FUT,APOLLOTYRE,24APR2025,-1.0,1700,FUTSTK,NFO,5.0,163,APOLLOTYRE-EQ,,-1.0,1,,NSE,5.0
232,69086,BAJAJFINSV24APR25FUT,BAJAJFINSV,24APR2025,-1.0,500,FUTSTK,NFO,5.0,16675,BAJAJFINSV-EQ,,-1.0,1,,NSE,5.0
233,69091,BANKINDIA24APR25FUT,BANKINDIA,24APR2025,-1.0,4825,FUTSTK,NFO,1.0,4745,BANKINDIA-EQ,,-1.0,1,,NSE,1.0
234,69092,BEL24APR25FUT,BEL,24APR2025,-1.0,2850,FUTSTK,NFO,5.0,383,BEL-EQ,,-1.0,1,,NSE,5.0
235,69078,ASHOKLEY24APR25FUT,ASHOKLEY,24APR2025,-1.0,2500,FUTSTK,NFO,1.0,212,ASHOKLEY-EQ,,-1.0,1,,NSE,1.0
236,69088,BALKRISIND24APR25FUT,BALKRISIND,24APR2025,-1.0,300,FUTSTK,NFO,5.0,335,BALKRISIND-EQ,,-1.0,1,,NSE,5.0
237,69096,BHEL24APR25FUT,BHEL,24APR2025,-1.0,2625,FUTSTK,NFO,1.0,438,BHEL-EQ,,-1.0,1,,NSE,1.0
238,73247,BPCL24APR25FUT,BPCL,24APR2025,-1.0,1800,FUTSTK,NFO,5.0,526,BPCL-EQ,,-1.0,1,,NSE,5.0
239,73266,CAMS24APR25FUT,CAMS,24APR2025,-1.0,125,FUTSTK,NFO,5.0,342,CAMS-EQ,,-1.0,1,,NSE,5.0
240,73268,CDSL24APR25FUT,CDSL,24APR2025,-1.0,350,FUTSTK,NFO,5.0,21174,CDSL-EQ,,-1.0,1,,NSE,5.0
241,73272,CHAMBLFERT24APR25FUT,CHAMBLFERT,24APR2025,-1.0,1900,FUTSTK,NFO,5.0,637,CHAMBLFERT-EQ,,-1.0,1,,NSE,5.0
242,73274,CIPLA24APR25FUT,CIPLA,24APR2025,-1.0,325,FUTSTK,NFO,5.0,694,CIPLA-EQ,,-1.0,1,,NSE,5.0
243,73306,DRREDDY24APR25FUT,DRREDDY,24APR2025,-1.0,625,FUTSTK,NFO,5.0,881,DRREDDY-EQ,,-1.0,1,,NSE,5.0
244,73331,GRASIM24APR25FUT,GRASIM,24APR2025,-1.0,250,FUTSTK,NFO,5.0,1232,GRASIM-EQ,,-1.0,1,,NSE,5.0
245,73340,HCLTECH24APR25FUT,HCLTECH,24APR2025,-1.0,350,FUTSTK,NFO,5.0,7229,HCLTECH-EQ,,-1.0,1,,NSE,5.0
246,73398,IDFCFIRSTB24APR25FUT,IDFCFIRSTB,24APR2025,-1.0,7500,FUTSTK,NFO,1.0,11184,IDFCFIRSTB-EQ,,-1.0,1,,NSE,1.0
247,73466,JIOFIN24APR25FUT,JIOFIN,24APR2025,-1.0,1650,FUTSTK,NFO,1.0,18143,JIOFIN-EQ,,-1.0,1,,NSE,1.0
248,73478,KPITTECH24APR25FUT,KPITTECH,24APR2025,-1.0,400,FUTSTK,NFO,5.0,9683,KPITTECH-EQ,,-1.0,1,,NSE,5.0
249,73479,LAURUSLABS24APR25FUT,LAURUSLABS,24APR2025,-1.0,1700,FUTSTK,NFO,5.0,19234,LAURUSLABS-EQ,,-1.0,1,,NSE,5.0
250,73493,MCX24APR25FUT,MCX,24APR2025,-1.0,100,FUTSTK,NFO,5.0,31181,MCX-EQ,,-1.0,1,,NSE,5.0
251,73497,MPHASIS24APR25FUT,MPHASIS,24APR2025,-1.0,275,FUTSTK,NFO,5.0,4503,MPHASIS-EQ,,-1.0,1,,NSE,5.0
252,73501,NAUKRI24APR25FUT,NAUKRI,24APR2025,-1.0,75,FUTSTK,NFO,5.0,13751,NAUKRI-EQ,,-1.0,1,,NSE,5.0
253,73515,PAGEIND24APR25FUT,PAGEIND,24APR2025,-1.0,15,FUTSTK,NFO,5.0,14413,PAGEIND-EQ,,-1.0,1,,NSE,5.0
254,73529,POONAWALLA24APR25FUT,POONAWALLA,24APR2025,-1.0,1450,FUTSTK,NFO,5.0,11403,POONAWALLA-EQ,,-1.0,1,,NSE,5.0
255,73530,POWERGRID24APR25FUT,POWERGRID,24APR2025,-1.0,1800,FUTSTK,NFO,5.0,14977,POWERGRID-EQ,,-1.0,1,,NSE,5.0
256,73563,SBILIFE24APR25FUT,SBILIFE,24APR2025,-1.0,375,FUTSTK,NFO,5.0,21808,SBILIFE-EQ,,-1.0,1,,NSE,5.0
257,73564,SBIN24APR25FUT,SBIN,24APR2025,-1.0,750,FUTSTK,NFO,5.0,3045,SBIN-EQ,,-1.0,1,,NSE,5.0
258,73565,SHREECEM24APR25FUT,SHREECEM,24APR2025,-1.0,25,FUTSTK,NFO,5.0,3103,SHREECEM-EQ,,-1.0,1,,NSE,5.0
259,73566,SHRIRAMFIN24APR25FUT,SHRIRAMFIN,24APR2025,-1.0,750,FUTSTK,NFO,5.0,4306,SHRIRAMFIN-EQ,,-1.0,1,,NSE,5.0
260,73574,SUNPHARMA24APR25FUT,SUNPHARMA,24APR2025,-1.0,350,FUTSTK,NFO,5.0,3351,SUNPHARMA-EQ,,-1.0,1,,NSE,5.0
261,69082,AUBANK24APR25FUT,AUBANK,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,21238,AUBANK-EQ,,-1.0,1,,NSE,5.0
262,73262,BSE24APR25FUT,BSE,24APR2025,-1.0,125,FUTSTK,NFO,5.0,19585,BSE-EQ,,-1.0,1,,NSE,5.0
263,73267,CANBK24APR25FUT,CANBK,24APR2025,-1.0,6750,FUTSTK,NFO,1.0,10794,CANBK-EQ,,-1.0,1,,NSE,1.0
264,73275,COALINDIA24APR25FUT,COALINDIA,24APR2025,-1.0,1050,FUTSTK,NFO,5.0,20374,COALINDIA-EQ,,-1.0,1,,NSE,5.0
265,73284,DABUR24APR25FUT,DABUR,24APR2025,-1.0,1250,FUTSTK,NFO,5.0,772,DABUR-EQ,,-1.0,1,,NSE,5.0
266,73285,DALBHARAT24APR25FUT,DALBHARAT,24APR2025,-1.0,275,FUTSTK,NFO,5.0,8075,DALBHARAT-EQ,,-1.0,1,,NSE,5.0
267,73304,DLF24APR25FUT,DLF,24APR2025,-1.0,825,FUTSTK,NFO,5.0,14732,DLF-EQ,,-1.0,1,,NSE,5.0
268,73308,EICHERMOT24APR25FUT,EICHERMOT,24APR2025,-1.0,175,FUTSTK,NFO,5.0,910,EICHERMOT-EQ,,-1.0,1,,NSE,5.0
269,73342,HDFCBANK24APR25FUT,HDFCBANK,24APR2025,-1.0,550,FUTSTK,NFO,5.0,1333,HDFCBANK-EQ,,-1.0,1,,NSE,5.0
270,73348,HINDALCO24APR25FUT,HINDALCO,24APR2025,-1.0,1400,FUTSTK,NFO,5.0,1363,HINDALCO-EQ,,-1.0,1,,NSE,5.0
271,73467,JSL24APR25FUT,JSL,24APR2025,-1.0,775,FUTSTK,NFO,5.0,11236,JSL-EQ,,-1.0,1,,NSE,5.0
272,73484,LTF24APR25FUT,LTF,24APR2025,-1.0,4462,FUTSTK,NFO,1.0,24948,LTF-EQ,,-1.0,1,,NSE,1.0
273,73499,MUTHOOTFIN24APR25FUT,MUTHOOTFIN,24APR2025,-1.0,275,FUTSTK,NFO,5.0,23650,MUTHOOTFIN-EQ,,-1.0,1,,NSE,5.0
274,73503,NBCC27MAR25FUT,NBCC,27MAR2025,-1.0,5800,FUTSTK,NFO,1.0,31415,NBCC-EQ,,-1.0,1,,NSE,1.0
275,73507,NHPC24APR25FUT,NHPC,24APR2025,-1.0,6400,FUTSTK,NFO,1.0,17400,NHPC-EQ,,-1.0,1,,NSE,1.0
276,73512,OFSS24APR25FUT,OFSS,24APR2025,-1.0,50,FUTSTK,NFO,5.0,10738,OFSS-EQ,,-1.0,1,,NSE,5.0
277,73534,RAMCOCEM24APR25FUT,RAMCOCEM,24APR2025,-1.0,850,FUTSTK,NFO,5.0,2043,RAMCOCEM-EQ,,-1.0,1,,NSE,5.0
278,73536,RECLTD24APR25FUT,RECLTD,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,15355,RECLTD-EQ,,-1.0,1,,NSE,5.0
279,73568,SJVN24APR25FUT,SJVN,24APR2025,-1.0,4725,FUTSTK,NFO,1.0,18883,SJVN-EQ,,-1.0,1,,NSE,1.0
280,73571,SOLARINDS24APR25FUT,SOLARINDS,24APR2025,-1.0,75,FUTSTK,NFO,5.0,13332,SOLARINDS-EQ,,-1.0,1,,NSE,5.0
281,73578,TATACOMM24APR25FUT,TATACOMM,24APR2025,-1.0,250,FUTSTK,NFO,5.0,3721,TATACOMM-EQ,,-1.0,1,,NSE,5.0
282,73687,WIPRO24APR25FUT,WIPRO,24APR2025,-1.0,3000,FUTSTK,NFO,5.0,3787,WIPRO-EQ,,-1.0,1,,NSE,5.0
283,73692,YESBANK24APR25FUT,YESBANK,24APR2025,-1.0,26000,FUTSTK,NFO,1.0,11915,YESBANK-EQ,,-1.0,1,,NSE,1.0
284,69079,ASIANPAINT24APR25FUT,ASIANPAINT,24APR2025,-1.0,200,FUTSTK,NFO,5.0,236,ASIANPAINT-EQ,,-1.0,1,,NSE,5.0
285,73280,CONCOR24APR25FUT,CONCOR,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,4749,CONCOR-EQ,,-1.0,1,,NSE,5.0
286,73303,DIXON24APR25FUT,DIXON,24APR2025,-1.0,50,FUTSTK,NFO,5.0,21690,DIXON-EQ,,-1.0,1,,NSE,5.0
287,73305,DMART24APR25FUT,DMART,24APR2025,-1.0,150,FUTSTK,NFO,5.0,19913,DMART-EQ,,-1.0,1,,NSE,5.0
288,73330,GRANULES24APR25FUT,GRANULES,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,11872,GRANULES-EQ,,-1.0,1,,NSE,5.0
289,73433,INDUSTOWER24APR25FUT,INDUSTOWER,24APR2025,-1.0,1700,FUTSTK,NFO,5.0,29135,INDUSTOWER-EQ,,-1.0,1,,NSE,5.0
290,73461,IRFC24APR25FUT,IRFC,24APR2025,-1.0,3525,FUTSTK,NFO,1.0,2029,IRFC-EQ,,-1.0,1,,NSE,1.0
291,73472,JUBLFOOD24APR25FUT,JUBLFOOD,24APR2025,-1.0,1250,FUTSTK,NFO,5.0,18096,JUBLFOOD-EQ,,-1.0,1,,NSE,5.0
292,73474,KEI24APR25FUT,KEI,24APR2025,-1.0,150,FUTSTK,NFO,5.0,13310,KEI-EQ,,-1.0,1,,NSE,5.0
293,73475,KOTAKBANK24APR25FUT,KOTAKBANK,24APR2025,-1.0,400,FUTSTK,NFO,5.0,1922,KOTAKBANK-EQ,,-1.0,1,,NSE,5.0
294,73480,LICHSGFIN24APR25FUT,LICHSGFIN,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,1997,LICHSGFIN-EQ,,-1.0,1,,NSE,5.0
295,73485,LTIM24APR25FUT,LTIM,24APR2025,-1.0,150,FUTSTK,NFO,5.0,17818,LTIM-EQ,,-1.0,1,,NSE,5.0
296,73491,MARUTI24APR25FUT,MARUTI,24APR2025,-1.0,50,FUTSTK,NFO,5.0,10999,MARUTI-EQ,,-1.0,1,,NSE,5.0
297,73506,NESTLEIND24APR25FUT,NESTLEIND,24APR2025,-1.0,200,FUTSTK,NFO,5.0,17963,NESTLEIND-EQ,,-1.0,1,,NSE,5.0
298,73531,PRESTIGE24APR25FUT,PRESTIGE,24APR2025,-1.0,325,FUTSTK,NFO,5.0,20302,PRESTIGE-EQ,,-1.0,1,,NSE,5.0
299,73535,RBLBANK24APR25FUT,RBLBANK,24APR2025,-1.0,2500,FUTSTK,NFO,1.0,18391,RBLBANK-EQ,,-1.0,1,,NSE,1.0
300,73567,SIEMENS24APR25FUT,SIEMENS,24APR2025,-1.0,75,FUTSTK,NFO,5.0,3150,SIEMENS-EQ,,-1.0,1,,NSE,5.0
301,73575,SUPREMEIND24APR25FUT,SUPREMEIND,24APR2025,-1.0,125,FUTSTK,NFO,5.0,3363,SUPREMEIND-EQ,,-1.0,1,,NSE,5.0
302,73576,SYNGENE24APR25FUT,SYNGENE,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,10243,SYNGENE-EQ,,-1.0,1,,NSE,5.0
303,73577,TATACHEM24APR25FUT,TATACHEM,24APR2025,-1.0,550,FUTSTK,NFO,5.0,3405,TATACHEM-EQ,,-1.0,1,,NSE,5.0
304,73620,TATAMOTORS24APR25FUT,TATAMOTORS,24APR2025,-1.0,550,FUTSTK,NFO,5.0,3456,TATAMOTORS-EQ,,-1.0,1,,NSE,5.0
305,73656,TORNTPOWER27MAR25FUT,TORNTPOWER,27MAR2025,-1.0,375,FUTSTK,NFO,5.0,13786,TORNTPOWER-EQ,,-1.0,1,,NSE,5.0
306,73657,TORNTPOWER24APR25FUT,TORNTPOWER,24APR2025,-1.0,375,FUTSTK,NFO,5.0,13786,TORNTPOWER-EQ,,-1.0,1,,NSE,5.0
307,73678,VBL24APR25FUT,VBL,24APR2025,-1.0,875,FUTSTK,NFO,5.0,18921,VBL-EQ,,-1.0,1,,NSE,5.0
308,73149,BOSCHLTD24APR25FUT,BOSCHLTD,24APR2025,-1.0,25,FUTSTK,NFO,5.0,2181,BOSCHLTD-EQ,,-1.0,1,,NSE,5.0
309,73278,COFORGE24APR25FUT,COFORGE,24APR2025,-1.0,75,FUTSTK,NFO,5.0,11543,COFORGE-EQ,,-1.0,1,,NSE,5.0
310,73281,CROMPTON24APR25FUT,CROMPTON,24APR2025,-1.0,1800,FUTSTK,NFO,5.0,17094,CROMPTON-EQ,,-1.0,1,,NSE,5.0
311,73324,GLENMARK24APR25FUT,GLENMARK,24APR2025,-1.0,325,FUTSTK,NFO,5.0,7406,GLENMARK-EQ,,-1.0,1,,NSE,5.0
312,73339,HAVELLS24APR25FUT,HAVELLS,24APR2025,-1.0,500,FUTSTK,NFO,5.0,9819,HAVELLS-EQ,,-1.0,1,,NSE,5.0
313,73344,HEROMOTOCO24APR25FUT,HEROMOTOCO,24APR2025,-1.0,150,FUTSTK,NFO,5.0,1348,HEROMOTOCO-EQ,,-1.0,1,,NSE,5.0
314,73465,JINDALSTEL24APR25FUT,JINDALSTEL,24APR2025,-1.0,625,FUTSTK,NFO,5.0,6733,JINDALSTEL-EQ,,-1.0,1,,NSE,5.0
315,73488,M&MFIN24APR25FUT,M&MFIN,24APR2025,-1.0,2000,FUTSTK,NFO,5.0,13285,M&MFIN-EQ,,-1.0,1,,NSE,5.0
316,73498,MRF24APR25FUT,MRF,24APR2025,-1.0,5,FUTSTK,NFO,5.0,2277,MRF-EQ,,-1.0,1,,NSE,5.0
317,73500,NATIONALUM24APR25FUT,NATIONALUM,24APR2025,-1.0,3750,FUTSTK,NFO,1.0,6364,NATIONALUM-EQ,,-1.0,1,,NSE,1.0
318,73504,NBCC24APR25FUT,NBCC,24APR2025,-1.0,5800,FUTSTK,NFO,1.0,31415,NBCC-EQ,,-1.0,1,,NSE,1.0
